TIPO_RELACIONAMENTO;TP;Produtos Alertados;Empresas Alertadas;Descrição códigos Operacional;códigos Operacional;códigos Operacional M-1;Escore Final M-1;Valor Envolvido;ID Comunicado;Vlr Envolvido Comunicado;códigos Operacional Comunicado;Nova Pontuação;Data limite de análise;Data classificação risco;Data relacionamento Porto;Tempo de Relacionamento Porto;Data de nascimento ou fundação;Pontuação data nasc./fundação;Descrição data nasc./fundação;Cidade;UF;CEP;Pontuação CEP;Descrição CEP Risco;Descrição Endereço Igual;Pontuação Endereço Igual;Descrição Email Igual;Pontuação Email Igual;Última atualização cadastral;Descrição atualização cadastral;Pontuação atualização cadastral;Profissão econômica;Pontuação Profissão econômica;CNAE;Descrição do CNAE;Pontuação atividade econômica;Origem Renda/Fat médio;Renda/Fat médio;Pontuação Renda/Fat médio;Faixa Renda e/ou Fat médio;Renda IBGE;PEP;Pontuação PEP;Dossiê;Pontuação Dossiê;Detalhe da Ocorrência Dossiê;Pontuação Listas de Vigilância;Listas de vigilância;Descrição Listas de Vigilância;Pontuação Mídia;Detalhe/Resumo da Mídia;Pontuação Processos judiciais;Descrição Processos judiciais;Tem sócios?;Escore Socio;Tem participante?;Escore Participante;score_kyc_rep;Score Operacional;Score Produtos;Escore Final;ID;mes_origem;Conclusão
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último / Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_17 / BACEN_20;;;141061,12;;;;;9/28/24;8/14/24;2/17/16;8;7/26/90;0;;Brasilia;DF;72007-600;0;;;0;;0;7/5/24;;0;;50;;;0;QUOD;47250;80;Renda mensal entre 35 e 50 Mil;13107,271204941;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;80;130;800;181;1111;202407000411;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_22;1081;141055;;;;;9/28/24;8/14/24;10/19/23;0;5/22/63;0;;Rio Claro;SP;13500-330;0;;;0;;0;7/23/24;;0;;50;;;0;QUOD;49369;80;Renda mensal entre 35 e 50 Mil;6723,189179088;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;330;600;181;1111;202407000413;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00. / Clientes pessoa física ou pessoa jurídica que tenham realizado, no período de 3 meses, 60 compras ou mais, em um mesmo estabelecimento, e que o somatório ultrapasse o valor de R$ 30.000,00.;BACEN_20 / BACEN_29;BACEN_29;711;50470;;;;;9/28/24;8/14/24;8/18/15;8;2/9/73;0;;Itapira;SP;13974-587;0;;;0;;0;7/28/24;;0;;50;;;0;QUOD;37625;80;Renda mensal entre 35 e 50 Mil;6144,882546679;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;81;230;700;181;1111;202407000414;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;113000;;;;;9/28/24;8/14/24;4/13/15;9;4/18/79;0;;Brasilia;DF;72596-774;0;;;0;;0;7/24/24;;0;;50;;;0;QUOD;38180;80;Renda mensal entre 35 e 50 Mil;11321,021472316;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;330;600;181;1111;202407000417;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último / Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_17 / BACEN_20;BACEN_20;701;90495,29;;;;;9/28/24;8/14/24;9/14/16;7;7/14/75;0;;Sao Paulo;SP;02517-170;0;;;0;;0;7/30/24;;0;;50;;;0;QUOD;22986;70;Renda mensal entre 15 e 35 Mil;10389,786547514;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;800;181;1101;202407000422;202407;Não Comunicar
Cliente Global;J;Capitalização;PortoCap;Clientes que realizem a aquisição de títulos de capitalização de pagamento único igual ou superior a R$ 1.000.000,00. / Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 que seja maior ou igual a 60% do valor da renda, deverá ser pontuado.;SUSEP_09 / SUSEP_18;;;2564250,72;;;;;9/28/24;8/14/24;7/5/24;0;9/24/14;0;;Sao Paulo;SP;04571-010;0;;;0;;0;7/5/24;;0;;0;6462000;HOLDINGS DE INSTITUICOES NAO-FINANCEIRAS;0;Origem;100000;10;Faturamento mensal menor que 180 Mil;17240,974152521;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;10;1000;80;1090;202407000430;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;57128,72525767;;;;;9/28/24;8/14/24;4/24/18;6;3/26/85;0;;Rio De Janeiro;RJ;22775-033;70;CEPs de regiões próximas a favelas;;0;;0;7/22/24;;0;PRODUTOR AGROPECUARIO, EM GERAL;0;;;0;QUOD;20967;70;Renda mensal entre 15 e 35 Mil;7142,104237638;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;140;850;80;1070;202407000437;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;50107,26;;;;;9/28/24;8/14/24;8/12/15;8;8/22/87;0;;Rio De Janeiro;RJ;22790-382;70;CEPs de regiões próximas a favelas;;0;;0;4/19/24;;0;ADMINISTRADOR;0;;;0;QUOD;17195;70;Renda mensal entre 15 e 35 Mil;16270,803570209;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;140;850;80;1070;202407000438;202407;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;25796,49;;;;;9/28/24;8/14/24;7/7/23;1;4/28/22;0;;Blumenau;SC;89022-000;0;;;0;;0;6/26/24;;0;;0;4634603;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR;0;Serasa;13333,3333333333;10;Faturamento mensal menor que 180 Mil;6824,197651843;Não;0;Não;0;;0;;;0;;0;;Sim;130;Não;;130;850;80;1060;202407000444;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;69326,02;;;;;9/28/24;8/14/24;2/3/16;8;3/27/34;0;A partir de 80 anos;Sao Paulo;SP;04061-000;0;;;0;;0;3/16/23;Atualização Cadastral;1;;50;;;0;QUOD;8053;50;Renda mensal entre 5 e 15 Mil;14424,968011981;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;101;850;80;1031;202407000456;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;63000;;;;;9/28/24;8/14/24;4/4/16;8;1/6/77;0;;Rio De Janeiro;RJ;22793-338;70;CEPs de regiões próximas a favelas;;0;;0;7/19/24;;0;PRODUTOR AGROPECUARIO, EM GERAL;0;;;0;QUOD;1;30;Renda mensal menor que 2.400 Mil;31037,956894736;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;100;850;80;1030;202407000463;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;152071,37252106;;;;;9/28/24;8/14/24;10/19/23;0;4/21/84;0;;Sao Paulo;SP;04575-020;0;;;0;;0;7/31/24;;0;MEDICO CIRURGIAO GERAL;0;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;22068,200662482;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;100;850;80;1030;202407000464;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;79014,71;;;;;9/28/24;8/14/24;9/24/15;8;5/4/79;0;;Sao Paulo;SP;04511-040;0;;Endereço igual;50;;0;7/18/24;;0;GERENTES DE COMERCIALIZACAO, MARKETING E COMUNICACAO;70;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;42780,991970074;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;100;220;610;181;1011;202407000473;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_14 / BACEN_20;BACEN_30;1131;82169,68;;;;;9/28/24;8/14/24;3/4/22;2;4/18/72;0;;Belo Horizonte;MG;31535-310;70;CEPs de regiões próximas a favelas;;0;;0;7/17/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;4644,55508224;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;170;420;410;181;1011;202407000475;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;8400;;;;;9/28/24;8/14/24;5/16/16;8;2/17/53;0;Entre 65 e 79 anos;Sao Paulo;SP;04514-001;0;;Endereço igual;50;;0;7/29/24;;0;TECNOLOGO EM FABRICACAO MECANICA;0;;;0;QUOD;3836;30;Renda mensal entre 2.400 e 5 Mil;22582,579429995;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;80;850;80;1010;202407000480;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_20;BACEN_30;1081;129668,07;;;;;9/28/24;8/14/24;7/10/17;7;3/1/75;0;;Juazeiro;BA;48903-545;0;;;0;;0;7/26/24;;0;;50;;;0;PH3A;14366,57;50;Renda mensal entre 5 e 15 Mil;4531,397053529;Não;0;Não;0;;125;Servidores ,;;0;;0;;Não;;Sim;276;425;400;181;1006;202407000481;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;69093,56;;;;;9/28/24;8/14/24;9/17/15;8;12/23/75;0;;Sao Paulo;SP;04716-003;0;;;0;;0;7/5/24;;0;GERENTE ADMINISTRATIVO;0;;;0;QUOD;17321;70;Renda mensal entre 15 e 35 Mil;15861,367611524;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;70;850;80;1000;202407000490;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último;BACEN_14 / BACEN_17;BACEN_14 / BACEN_22;1191;186574,41;;;;;9/28/24;8/14/24;11/23/15;8;10/9/85;0;;Sao Paulo;SP;04261-080;0;;;0;;0;7/18/24;;0;;50;;;0;PH3A;5941,8;50;Renda mensal entre 5 e 15 Mil;9925,799897993;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;51;400;410;181;991;202407000496;202407;Não Comunicar
Cliente Global;J;Automóvel Frota Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;35476,03;;;;;9/28/24;8/14/24;10/19/23;0;7/22/93;0;;Piracicaba;SP;13419-240;0;;;0;;0;8/1/24;;0;;0;4322301;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;0;Serasa;2500000;50;Faturamento mensal entre 1,8 e 3,6 milhões;7229,536193167;Não;0;Não;0;;0;;;0;;0;;Sim;70;Não;;70;850;65;985;202407000503;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_20;781;337628,38;;;;;9/28/24;8/14/24;12/5/12;11;1/15/85;0;;Sao Paulo;SP;04269-040;0;;Endereço igual;50;;0;7/24/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;10273,264967238;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;101;200;600;181;981;202407000513;202407;Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;20000;;;;;9/28/24;8/14/24;8/15/15;8;11/14/78;0;;Indaiatuba;SP;13347-170;0;;;0;;0;7/24/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;6024;50;Renda mensal entre 5 e 15 Mil;4336,820691784;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;50;850;80;980;202407000517;202407;Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;26993,02;;;;;9/28/24;8/14/24;7/10/24;0;10/17/95;0;;Santana De Parnaiba;SP;06540-325;0;;;0;;0;7/10/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;2225;30;Renda mensal menor que 2.400 Mil;28451,426511573;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;30;850;80;960;202407000533;202407;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_14 / BACEN_30;BACEN_14 / BACEN_17;741;396330,58;;;;;9/28/24;8/14/24;11/18/15;8;4/27/65;0;;Sao Paulo;SP;01449-000;0;;;0;;0;6/5/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;47406,119993881;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;610;181;941;202407000549;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;106322,13;;;;;9/28/24;8/14/24;12/1/12;11;5/12/77;0;;Sao Caetano Do Sul;SP;09531-175;0;;;0;;0;7/10/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;9571,526184974;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;610;181;941;202407000552;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;71883,76;;;;;9/28/24;8/14/24;12/6/18;5;7/12/91;0;;Jundiai;SP;13211-534;0;;;0;;0;3/11/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;9292,820263782;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;610;181;941;202407000554;202407;Não Comunicar
Cliente Global;F;CDC;Porto Seg;Clientes CDC Pessoal que solicitem financiamento/empréstimo que apresentem comprometimento elevado da renda/faturamento nas parcelas mensais. Comprometimento do faturamento mensal ou renda (PJ / PF) acima de 100% na parcela do financiamento e parcela mensal total maior que R$4.000. Excluindo os prod / CDC recusado.;BACEN_25 / BACEN_33;;;4105,66003;;;;;9/28/24;8/14/24;3/18/16;8;7/15/63;0;;Guarulhos;SP;07123-230;0;;;0;;0;7/27/24;;0;DIRIGENTES DO SERVICO PUBLICO;0;;;0;QUOD;540;30;Renda mensal menor que 2.400 Mil;5529,006062547;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;80;80;800;54;934;202407000564;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último;BACEN_17;BACEN_22;1062;36477,52;;;;;9/28/24;8/14/24;12/12/14;9;1/4/84;0;;Boa Vista;RR;69301-040;0;;;0;;0;10/7/22;Atualização Cadastral;1;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;8283,061698808;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;101;351;400;181;932;202407000566;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último;BACEN_17;BACEN_17;881;72090,98;;;;;9/28/24;8/14/24;11/18/15;8;10/7/88;0;;Cocalzinho De Goias;GO;72975-000;0;;;0;;0;7/10/24;;0;;50;;;0;QUOD;60079;100;Renda mensal superior a 50 Mil;2798,189509826;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;131;350;400;181;931;202407000568;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;;;383469,3;;;;;9/28/24;8/14/24;12/18/13;10;3/26/56;0;Entre 65 e 79 anos;Sao Paulo;SP;04614-001;0;;Endereço igual;50;;0;7/16/24;;0;AUXILIAR DE ESCRITORIO;0;;;0;QUOD;87945;100;Renda mensal superior a 50 Mil;19379,275615616;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;120;150;600;181;931;202407000570;202407;Comunicar
Cliente Global;J;Capitalização;PortoCap;"Aquisição de títulos de capitalização (PF) mais de 3; (PJ) mais de 10 títulos no mesmo mês.";SUSEP_17;;;118028,67;;;;;9/28/24;8/14/24;3/21/16;8;4/16/68;0;;Salvador;BA;41680-000;0;;;0;;0;7/17/24;;0;;0;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;70;Serasa;4725000;80;Faturamento mensal entre 3,6 e 4,8 milhões;28054,812819157;Não;0;Sim;50;Código: 262 - ALTO INDICE DE SINISTRALIDADE;0;;;0;;0;;Não;;Não;;200;650;80;930;202407000585;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;63020,16;;;;;9/28/24;8/14/24;11/18/15;8;9/17/59;0;;Peruibe;SP;11750-000;50;CEPs de regiões próximas a rodoviárias;;0;;0;7/20/24;;0;DIRETOR GERAL DE EMPRESA E ORGANIZACOES (EXCETO DE INTERESSE PUBLICO);0;;;0;QUOD;25289;70;Renda mensal entre 15 e 35 Mil;2192,01636233;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;600;181;901;202407000610;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;110550;;;;;9/28/24;8/14/24;6/29/16;8;1/13/78;0;;Brasilia;DF;73340-340;0;;;0;;0;4/13/24;;0;;50;;;0;QUOD;21964;70;Renda mensal entre 15 e 35 Mil;4193,818787369;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;600;181;901;202407000614;202407;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00.;SUSEP_04;;;279000;;;;;9/28/24;8/14/24;3/9/13;11;10/30/75;0;;Sao Jose Dos Campos;SP;12246-030;0;;Endereço igual;50;;0;6/20/24;;0;;50;;;0;QUOD;19231;70;Renda mensal entre 15 e 35 Mil;19491,373615955;PEP;350;Não;0;;0;;;0;;0;;Não;;Não;;520;300;80;900;202407000618;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;;;503730,69;;;;;9/28/24;8/14/24;5/31/16;8;9/7/73;0;;Fortaleza;CE;60135-285;0;;;0;;0;7/27/24;;0;ADMINISTRADOR;0;;;0;QUOD;3500;30;Renda mensal entre 2.400 e 5 Mil;12002,558560029;Não;0;Sim;50;Código: 34 - ORDEM MEDICA;125;Servidores ,;;0;;0;;Não;;Sim;170;205;600;181;986;202407000499;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;;;336924,13;;;;;9/28/24;8/14/24;2/2/15;9;3/5/65;0;;Pelotas;RS;96080-000;0;;;0;;0;10/11/22;Atualização Cadastral;1;;50;;;0;QUOD;45217;80;Renda mensal entre 35 e 50 Mil;4125,75273479;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;151;151;600;181;932;202407000565;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses). / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_22 / BACEN_23 / BACEN_30;BACEN_22 / BACEN_23 / BACEN_30;2371;4012136,86;;;;;10/25/24;9/10/24;11/1/15;8;1/29/78;0;;Sao Paulo;SP;05727-230;70;CEPs de regiões próximas a favelas;;0;;0;45534;;0;;50;;;0;QUOD;92005;100;Renda mensal superior a 50 Mil;20598,18593245;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;150;520;1800;181;2501;202408000357;202408;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que, durante o período de 12 meses, tenham ultrapassado o limite de gastos mensais, cujo montante exceda em 50% o valor do limite de crédito em pelo menos 6 meses. Valor mínimo do limite R$ 50.000,00. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_19 / BACEN_30;BACEN_19 / BACEN_30;2071;2947670;202312000429;3038865;BACEN_19 / BACEN_30;;10/25/24;9/10/24;6/14/13;11;7/23/83;0;;Brasilia;DF;71215-100;70;CEPs de regiões próximas a favelas;;0;;0;7/16/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;5658,553760702;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;520;1400;181;2101;202408000358;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses). / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_22 / BACEN_23;BACEN_22 / BACEN_23;1831;2816325,74;202404000738;2278010,69;BACEN_22 / BACEN_23;;10/25/24;9/10/24;12/8/15;8;6/30/82;0;;Poa;SP;08564-060;0;;;0;;0;6/15/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;3486,331389703;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;156;450;1200;181;1831;202408000361;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_17 / BACEN_30;BACEN_17 / BACEN_30;1651;396492,88;;;;;10/25/24;9/10/24;5/11/15;9;7/6/51;0;Entre 65 e 79 anos;Rio De Janeiro;RJ;21235-830;70;CEPs de regiões próximas a favelas;;0;;0;8/20/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;5360,196544306;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;191;520;1000;181;1701;202408000369;202408;Comunicar
Cliente Global;F;Locadora;Locadora;Clientes Locadora que adquiram bens de luxo ou de alto valor, dentro de um mesmo mês calendário, cujos valores, somados, resultem em importância igual ou superior a R$ 100.000,00, a qual extrapole 250% ou mais o valor da renda ou faturamento mensal do cliente com pagamento à vista (PIX, TED e Cartão / Clientes locadora que realizaram aquisição de 3 (três) ou mais veículos por cliente pessoa física, cujos valores somados em um mesmo mês resultem em importância igual ou superior a R$ 150.000,00.;COAF_03 / COAF_11;;;798760;202401000340;666063;COAF_03 / COAF_11;;10/25/24;9/10/24;10/9/16;7;5/12/91;0;;Sao Paulo;SP;02720-200;70;CEPs de regiões próximas a favelas;;0;;0;6/29/23;Atualização Cadastral;1;;50;;;0;QUOD;2279;30;Renda mensal menor que 2.400 Mil;5963,821546677;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;351;1200;140;1691;202408000370;202408;Não Comunicar
